,level_0,event,person,time,value
178,178,offer completed,c3321bc76743445c9103eef0ce9d833b,0,21.84
179,179,offer completed,162e7d9c644b438ea4606e337df0d3d1,0,10.37
180,180,offer completed,3e621194f72e40d7a0b695ee9b7c38b7,0,27.89
181,181,offer completed,629fc02d56414d91bca360decdfa9288,0,33.9
182,182,offer completed,676506bad68e4161b9bbaffeb039626b,0,18.01
183,183,offer completed,8f7dd3b2afe14c078eb4f6e6fe4ba97d,0,19.11
184,184,offer completed,9fa9ae8f57894cc9a3b8a9bbe0fc1b2f,0,34.56
185,185,offer completed,fe97aa22dd3e48c8b143116a8403dd52,0,18.97
186,186,offer completed,d72d201be5794279aa716d8ad82b8d90,0,13.57
187,187,offer completed,73ffefd41e9a4ca3ab26b2b3697c6eb7,0,31.42
188,188,offer completed,227f2d69e46a4899b70d48182822cff6,0,28.39
189,189,offer completed,bb0f25e23a4c4de6a645527c275cd594,0,28.08
190,190,offer completed,9299c46942f84bb6b5e98fd78fbb9d41,0,22.22
191,191,offer completed,e54bb450866048d7b8dd740a6746e554,0,12.72
192,192,offer completed,69d148898a80483babb0f9b2f2cccf5a,0,7.66
193,193,offer completed,0454292436bd4cee98e8ec873e30433e,0,24.38
194,194,offer completed,60b8a75638d2461b988ba4f089f8ad24,0,25.07
195,195,offer completed,310481d911904e7893fac7229a608be8,0,13.42
196,196,offer completed,dee3814fa583456a8f6635b45a0ba641,0,21.34
197,197,offer completed,08d06b602c844926a037b0b253901d52,0,5.62
198,198,offer completed,1ba58dab3cae4787ad26d8d77ab7380f,0,13.37
199,199,offer completed,be01dde700574797b5dc59b0ad45242f,0,11.62
200,200,offer completed,16dc4306258b4fef90ffe99f53ed7952,0,6.32
201,201,offer completed,2c9a9137efff4820a47d56dbf0fa555f,0,18.98
202,202,offer completed,5d048a36203c483facb5ed09983ab388,0,24.8
203,203,offer completed,3b78a727167b432d8e1935227b286def,0,15.72
204,204,offer completed,6d11a027be6c4fac98d27eec516ad2f6,0,18.57
205,205,offer completed,bf7a630d566f46f79b855990daf2d0b0,0,24.98
206,206,offer completed,c2a5c2407540466b9b0f7e8e50715a73,6,28.43
207,207,offer completed,5864b4a317b24832b511a7a3416d849e,6,17.34
208,208,offer completed,46c83dc0af064389b29ccf97d9c7ed57,6,20.3
209,209,offer completed,c61a35cfee194e49b192c5192bd12443,6,23.93
210,210,offer completed,45e5d63c00cc41bd8d8d6f11e43b4d67,6,33.04
211,211,offer completed,fcdc9e86b659499d882a4714ea53e974,6,20.88
212,212,offer completed,53f76524edee44fd80b801a709ade2a0,6,25.49
213,213,offer completed,91f94a5f78434d63803c89c44cef567e,6,10.33
214,214,offer completed,9d4894aaf05b4b9c9437961e8f36d7ef,6,8.82
215,215,offer completed,8310a75026694e7bacb4f117486d5b93,6,25.02
216,216,offer completed,351086383b524fab8199a86fd34edbbe,6,11.85
217,217,offer completed,3aa6ad0fcd274a6db2c8a64ca54d9a58,6,18.36
218,218,offer completed,81e6836cba764009a168d84bb936c56a,6,5.59
219,219,offer completed,ea8f4cc60a1e4ad3845cd8c49978899b,6,20.38
220,220,offer completed,7f078c43ff38496b9857c1c69de586e9,6,28.64
221,221,offer completed,f2831d9607204d169b592b1f3559dc81,6,9.41
222,222,offer completed,26de843918834f53b73844559b4b90f2,6,6.63
223,223,offer completed,6317f18c59d54a429d8d2dc2998bd394,6,25.54
224,224,offer completed,7571804b4d544975a9450893feea891f,6,20.27
225,225,offer completed,490ca12f690d413aaf75d08c56067ea4,6,24.8
226,226,offer completed,b7aa6f74b09b40d89cfbdbba1350b282,6,16.4
227,227,offer completed,1dc32f55d93b43fca718323b0fa6f87b,6,24.78
228,228,offer completed,bc8244e584fb4f06a55201e47b9c4664,6,5.44
229,229,offer completed,6f089fe142874843bb1d7bf83d56746e,6,5.39
230,230,offer completed,f3cd5ab3f77e491a91d854e3f04d04c3,6,14.41
231,231,offer completed,0a331bcbd92f4719ab8ad2223fd588fe,6,29.04
232,232,offer completed,24306c53db4a41aca1c2e10cc4f935da,6,15.28
233,233,offer completed,f14485a649734ab08e12b08af82d775d,6,17.75
234,234,offer completed,4622ef62f1294411a6e2550b4a509df7,6,11.46
235,235,offer completed,98d67b97a0f042ad89c3b4db85b4df27,6,31.67
236,236,offer completed,6fbfb3e6edb94e6eb953aeed4a7971cb,6,10.65
237,237,offer completed,f3845ac6e3bb4bdeb805d9087bcc96f7,6,16.82
238,238,offer completed,21ef657d74c5446987e8b18d8166d0ed,6,24.93
239,239,offer completed,b852a70398944c528bf648b76165190b,6,12.68
240,240,offer completed,a69eb8104d3547e381fe5f982db98189,6,22.1
241,241,offer completed,00fac72fd6ad448e8019b175267023df,6,26.69
242,242,offer completed,a4b50cb72c8643c59e9204b10309955c,6,15.85
243,243,offer completed,4ffeee15f92b482aa4db8427136874b8,6,23.19
244,244,offer completed,de8e51239af349da8412afe26b471f93,6,41.58
245,245,offer completed,2abf5b9e31404a1aacb919cf7ce3d1a3,6,9.75
246,246,offer completed,daad151d84664dd6a4809ab8f05af690,6,21.39
247,247,offer completed,5fba278a9397401092b2aeb712925597,6,18.22
248,248,offer completed,c2d92808a8634a22aa2434f8df581756,6,9.65
249,249,offer completed,b534789609ae405a9023d098f40d4d40,6,40.61
250,250,offer completed,4a679284ed0241fdad87541ec0321066,6,20.19
251,251,offer completed,a1edbd2104ae4282996556de41ccc96b,6,29.98
252,252,offer completed,37ce604e20bc4bcdb601605c736ae38a,6,17.43
253,253,offer completed,12a82446825e42e49146be6ae6c3c80c,6,25.93
254,254,offer completed,547be58788cf4ae495506d1dcc0cb2fe,6,26.32
255,255,offer completed,202089fa67c3493fb14b0d882713b9bd,6,12.64
256,256,offer completed,02dd040b77914163b1fd02efc3976d55,6,12.26
257,257,offer completed,e4c312e8e2944fbc8204d18a0bc952d0,6,24.09
258,258,offer completed,b1cf5025a03743708da33566672625c7,6,21.84
259,259,offer completed,8db6b535086043c8ad6e919f513d1ce5,6,10.23
260,260,offer completed,cd7a38526e914d3f956b278e2b87632d,6,22.71
261,261,offer completed,a6786827eeb44ccfb2e5907382f8cb31,6,13.81
262,262,offer completed,b8e71e5b3e7f46e49119eb0f04424304,6,14.63
263,263,offer completed,fb8b3cc2fe4f440c949efe6e3e63f744,6,13.79
264,264,offer completed,b3d8b6242a1943e78ff1ea93e2101fbe,6,15.86
265,265,offer completed,94d6d078828f4c719c414ffb5d423eda,6,22.33
266,266,offer completed,31aaa0fa063549759eed0d800c5a26bb,6,12.73
267,267,offer completed,eac8836953ef4c78bcca69583c21fb87,6,17.32
268,268,offer completed,ddc6402c0b3f48f285a93ad98c5496db,6,12.86
269,269,offer completed,4bade2c2f3c84c518ed78d983858a621,6,44.14
270,270,offer completed,e99fe37403644eca8353fe99768b7d0e,6,19.03
271,271,offer completed,73d249175a594096b82528817cb483db,6,26.15
272,272,offer completed,5dc54e027521458c8f26c15633d374ff,6,11.08
273,273,offer completed,408c1015bbf04d6b975f374c00f69dcd,6,21.96
274,274,offer completed,a30db84597704ffa9ff25f14c3b2d807,6,34.55
275,275,offer completed,e61fb01fd4d044679e065eb3e3eef1f9,6,7.69
276,276,offer completed,44b9160551264277abe81b1937fcb5bb,6,18.02
277,277,offer completed,694d6543c6fe4b2696d25b825475833a,6,11.19
278,278,offer completed,5e2eb77f49054cffb58e279330e58cf3,6,24.38
279,279,offer completed,9861f4f583b54daa9cfa0bb56bb8c90c,6,16.48
280,280,offer completed,5bba4b591ff5402b912deb5b7c6c4b4c,6,6.14
281,281,offer completed,3d30c8c79e85402bab39c0c5adfa2b08,6,28.56
282,282,offer completed,90b9b612883340d683fdc1979dd79831,6,38.59
283,283,offer completed,48f095b4534c4a0d8bf7e739e0242609,6,12.04
284,284,offer completed,a42fd3d06d2047b7b57eb14945596349,6,20.04
285,285,offer completed,e72ad19d4f6c4827b69b55c5e3a55bba,6,23.78
286,286,offer completed,9ed43771681240f6998e85a1c0c8f673,6,14.79
287,287,offer completed,dd2a12c798a54a1687b5ccb12a8e508e,6,29.53
288,288,offer completed,ce9f0e99023449349daeb36e40801552,6,12.67
289,289,offer completed,488847b396ed4cbbbfbc31d93bfcf33c,6,14.18
290,290,offer completed,5bc03149267147edbcd6a778742b708b,6,24.28
291,291,offer completed,26df95a49cbd48f3b18bfbb31d240c7c,6,20.8
292,292,offer completed,6bbd651cf5cb4fb0b4f523bec77c83f9,6,17.5
293,293,offer completed,8a776d222f174aa089866b2725721eec,6,448.97
294,294,offer completed,8c3fbf6b89b248bb99b7a6ca628f401c,6,16.27
295,295,offer completed,6e71b66784844d1ab8376ac8ab096d4b,6,16.57
296,296,offer completed,6a991b2e30c848a9a4765f18d3531633,6,12.77
297,297,offer completed,415414bb037949cdad37ac07d89f3deb,6,23.63
298,298,offer completed,658338d6ac9742dd9ff8a67675e2b3f6,6,31.34
299,299,offer completed,7bf785bb8b6c4a5bb14815ca85ceb87b,6,13.71
300,300,offer completed,b0ba73d05a4f4224952ea044958252b1,6,24.67
301,301,offer completed,0e3b4b66438c4b52a1b050daa1ae8cc7,6,21.06
302,302,offer completed,df174695a030444a824c11fd117d13a3,6,22.3
303,303,offer completed,199eef49d00f45ba9b9d76007a05c069,6,16.83
304,304,offer completed,af8874dd6a6548d6ba4e9a53a70825ad,6,33.14
305,305,offer completed,ea6cfa381e2c492e99541d4b04d24356,6,13.84
306,306,offer completed,42923cf2f39a4bb49820a3fe12928ade,6,22.02
307,307,offer completed,cea7a0db90ea468b9b9d2e74884066b1,6,22.72
308,308,offer completed,612fd8cc4c5c4ad8ad2912462b227089,6,33.06
309,309,offer completed,95e4c60e0c7d47c984b699ac7ef3d610,6,11.19
310,310,offer completed,59ae2384f0e24fbc83b31ad0de02b96a,6,24.48
311,311,offer completed,2963fdca412b439fa4e928ad4cb052f7,6,8.31
312,312,offer completed,1c8cf4af93464dcaa971cfcffc2cc1e5,6,26.91
313,313,offer completed,8a540a35d6fd4a68ba49e03c8f52955f,6,12.03
314,314,offer completed,2091c0756edc4046a3cd3032522f6657,6,18.33
315,315,offer completed,a43342085d674672b26ddd5331f47c17,6,19.3
316,316,offer completed,d3c24fa42d0947a4be104283c35a7983,6,12.64
317,317,offer completed,cca7bdbba8394b44bcc2678e33e0f8dc,6,18.29
318,318,offer completed,fa6cfbabbe46467f9e9f276e20f0e48a,6,29.97
319,319,offer completed,457629ccb85f4ae08d108c839ea513a3,6,10.02
320,320,offer completed,f216eaba14b04e7497d96a0fed119178,6,8.03
321,321,offer completed,07c44df054f241aab553723ed855ca21,6,13.89
322,322,offer completed,dce6d06c87cb4657bc6b123cc35373d1,6,17.08
323,323,offer completed,2dc367220e584b32a18da8375a3e9a56,6,27.02
324,324,offer completed,34d70d84fd3b4fa19a10e0d21836ee08,6,18.65
325,325,offer completed,ef18da0ba46e406dbeb4d7e0c7a818c3,6,17.86
326,326,offer completed,3834df40d4f544f186de0e1149511127,6,14.48
327,327,offer completed,4ceb1cd14e60495a9f6a7726ea34f4db,6,15.77
328,328,offer completed,db06d8bd6b954ff9abe7023ed50fdd80,6,26.2
329,329,offer completed,b3d7b5041840479a8d759f8b38c273dc,6,17.01
330,330,offer completed,7d7f271652d244f78b97c73cd734c553,6,15.51
331,331,offer completed,d82452a6f7ac413394426106ec97dd20,6,10.88
332,332,offer completed,66e876e1037346e281c43081d92310ad,6,21.86
333,333,offer completed,668a6a51df4b454b93c31c945bc5eb76,6,14.16
334,334,offer completed,7ae53e296cc74fcbabb9e1c6932b2906,6,10.68
335,335,offer completed,df1ec0d168064e74a20fb178bc9082ae,6,15.18
336,336,offer completed,d2f1767a364347c6992d986b4a662dc4,6,12.95
337,337,offer completed,d5ed498cb6b24ccf9dfc714d7a7a017c,6,5.14
338,338,offer completed,ec539cd856754923995755f0dd1af470,6,11.19
339,339,offer completed,d97af9cb73f94c3ab7fd5b1b6f4492ab,6,17.7
340,340,offer completed,375b452ee0b64a4fbac92e61670f961d,6,18.14
341,341,offer completed,5dc748040e5f4194aaba8465e14dbd99,6,14.26
342,342,offer completed,623a7bc9b0964d0eb3a341bdc6d157e4,6,8.89
343,343,offer completed,43ba16ae14404ada9c749043c66f3741,6,23.16
344,344,offer completed,c1bb5a4b6d4a47ee8c5c009bbae056e3,6,11.39
345,345,offer completed,5ecaea5c8bf44ae4a65838d9d066c909,6,40.67
346,346,offer completed,f8f12b89a9e740d881f21dbe62c05c22,6,22.11
347,347,offer completed,d5cc312f1ef64b43aa37d07bfcec99d4,6,7.67
348,348,offer completed,77192c9efc644e21a1f9a12b7e3847cc,6,17.44
349,349,offer completed,9e5c4fbb6e784461b2e3e92872ee3e1d,6,12.87
350,350,offer completed,59e2cdcdc01841a9a2311df5e3cc4937,6,25.91
351,351,offer completed,dcc6169a0d34425283c5453cc34c2e80,6,13.35
352,352,offer completed,26a2ab820a234213818a1a15e15eafee,6,13.99
353,353,offer completed,fee2d799672d4f81bfa3237207290f79,6,25.39
354,354,offer completed,79790a9f1dba499e93964e8eeb52fe67,6,26.4
355,355,offer completed,e5fec103d6ab473998b14851f448cbf5,6,6.07
356,356,offer completed,23dfcdb8237347dca870bf78d7fa823c,6,39.71
357,357,offer completed,15a66e8f26b84db694ca65e8b9935ddb,6,11.72
358,358,offer completed,5f32718d07b64338a5517eed5c1eb232,6,15.21
359,359,offer completed,4438fece00ed4f1a8b108c3cd85b19c1,6,14.54
360,360,offer completed,759c2269abc44dfdb8e6d140d4060856,6,34.47
361,361,offer completed,e05529cf200549b2aa682eedd994d5f7,6,23.76
362,362,offer completed,153151dae7fd416588690a91ec81cbba,6,14.36
363,363,offer completed,5c2a03a9d03145cc9bf953faa2c51fc1,6,23.38
364,364,offer completed,81c7b04f3f344301bb6c578db4886da1,6,31.23
365,365,offer completed,9fb51cd4e0d44e77b34d744866fd514d,6,27.41
366,366,offer completed,4b34026864b64d00ad0a5fa9d7dcdec2,6,25.62
367,367,offer completed,ff7fdf82996949ec82d158a02a1d9cca,6,12.09
368,368,offer completed,df1e6d50effb4af28aff99f69fd3f394,6,37.07
369,369,offer completed,1e211df9e98f4147a9626ab9d2da45a4,6,42.36
370,370,offer completed,d41708667be04a42a02a9c4ec673765d,6,23.71
371,371,offer completed,a0c665be4a3d4240ba24e427776535cf,6,16.05
372,372,offer completed,ca54001246b74452b232996eea678854,6,14.45
373,373,offer completed,6d4e6ed6cbab412ab8b50074ffdddcd6,6,16.75
374,374,offer completed,4405bf5b70f44eb9b6ee3ab6a713f0cd,6,14.38
375,375,offer completed,934808bbab1842e19ead3e771614d5da,6,19.85
376,376,offer completed,05c64ce569db467a939173b41889a77a,6,19.46
377,377,offer completed,b6d94c567b25454a9262c4f5c3ac996c,6,15.32
